origin_text,random_text,label
我的家离学校很近，所以我常走路去学校学习，走路大概十分钟就到了。,我的家里学校很近，所以我常走路去学校学习，走路大概十分钟就到了。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
有时候我念书，有时候我听音乐。,有时候我念书，有时候我听音龠。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
下午二点二十分，我们上课，下午学很多字和常复习语法，所以我们常觉得有一点累。,下午二点二十分，我们上课，下午学很多字合唱父系语法，所以我们常觉得有一点累。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师常说：上课里面，别睡觉。所以我们常觉得有一点累。,老师常说：上课里面，别税觉。所以我们常觉得有一点累。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为我们都觉得饿，所以吃瓜堡觉得很好吃。,因为我们都觉得贰，所以吃瓜堡觉得很好吃。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
小王问她：「对不起，你叫什么名字？」,小王问她：「对不气，你叫什么名字？」,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
今天晚上我要跟你很重要的事情谈一谈。,今天王上我要跟你很重要的事情谈一谈。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
下个星期五是我的生日，所以我要开一个舞会。,下个星期五是我的生日，所以我要开一个无会。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
如果你有空，我想这个礼拜五请你去吃饭。,如果你有空，我想这个礼拜五情你去吃饭。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
我不知道你要吃什么菜，可是我觉得中国菜很好。,我不局道你要吃什么菜，可是我觉得中国菜很好。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
要是你太忙没关系！我总是请你吃饭。,要是你太忙没关系！我总是请你吃饭。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
王天华，你好吗？,王天华，你好马？,0 0 0 0 0 0 1 0
我觉得日本饭馆儿在师大路不错也方便，因为离学校很近，所以我觉得大家都能参加。,我觉得日本饭馆儿在师大路不错也方便，因为离学校很近，所以我觉得他家都能参加。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
你觉得怎么样？你能参加吗？要是你能参加请你打电话给我。,你觉得岑么样？你能参加马？要是你能参加请你打电话给我。,0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我们约在台北１０１前面，好不好？六点可以吗？请你星期六以前给我打电话。,我们约在台北１０１前面，好不好？六点可以马？请你星期六以前给我打电话。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
上个星期你请客，所以明天我想请你去一家法国餐厅吃法国菜。,上个星期你请客，所以明天我想情你去一家法国餐厅吃法国菜。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
星期六我有空所以我觉得八点半我跟你可以见面，所以我们会见面在忠孝敦化火车站３出口。,星期六我有空所以我觉得八点半我跟你可以见面，所以我们会见面在忠孝敦化火者站３出口。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
我跟你去吃台湾晚饭，欢迎你跟我来！,我跟你去吃台湾午饭，欢迎你跟我来！,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
她是来师大后看到这个小姐是他的老师。,她是来事大后看到这个小姐是他的老师。,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
难怪他的英文这么好！他们聊天一点就上课。,难怪他的英文这么好！他们聊体一点就上课。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
他们开始学中文，一定最前的字＂你好＂。,他们开始学中文，一定最前的子＂你好＂。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
幸亏没有一个台湾人不会很热心地帮助笨笨的老外找到师大国语教学中心，要不然师大国语教学中心就没有学生，再说不能赚钱。,幸亏没有一个台湾人不会很热心地帮助本本的老外找到师大国语教学中心，要不然师大国语教学中心就没有学生，再说不能赚钱。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我从我的家去捷运站，坐捷运到了捷运古亭站，我迷路了因为我选不对的出口出去。,我从我的家去捷运站，座捷运到了捷运古亭站，我迷路了因为我选不对的出口出去。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他住在忠孝新生捷运站的附近，他读书在师大所以他得坐捷运到台电大楼下车，走著走著就迷路了，他完全不知道他在哪里。,他住在忠孝新生捷运站的附近，他读书在师大所以他得坐捷运到台电大楼下车，走著走著就迷路了，他完全不知道他在哪哩。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
这位小姐说：你应该一直走到十字路口，再右转一直走经过一家银行就到了。,这位小姐说：你应该一直走到十只路口，再右砖一直走经过一家银行就到了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
因为今天是第一天，老师先请学生自己给介绍。,应为今天是第一天，老师先请学生自己给介绍。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他问用英文「台湾大学在哪里？」她很客气，还有会说英文。,他问用英文「台湾大学在哪哩？」她很客气，还有会说英文。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
一个小姐教他怎么去，她跟他说「这里离大学很远，你最好要坐公车。」,一个小姐叫他怎么去，她跟他说「这里离大学很远，你最好要坐公车。」,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
只有一个是让他不愿意是台北人用那么摩模托车，所以看起来空气有一点脏。,只有一个是让他不愿意是台北人用那么摩模托车，所以看起来空气有一点让。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
那时，有一个小姐走进来，他就把一张地图拿过这位小姐问路。,那是，有一个小姐走进来，他就把一张地图拿过这位小姐问路。,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
这位小姐很客气就告诉他从这里到学校怎么去，很简单，只要从这里往一直走，经过两第路口，走路大概十五分钟就到了。,这位小姐很客气就告诉他从这理到学校怎么去，很简单，只要从这理往一直走，经过两第路口，走路大概十五分钟就到了。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老师介绍自己，然后要叫大家轮流介绍。,老师介绍自己，然后要救他家轮流介绍。,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
老师告诉林达明说一次，然后老师把这个字写上黑板。,老师告诉林达铭说一次，然后老是把这个字写上黑板。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
大明来台北两天以后所以他不会走到他的学校。,大明来台北两天一后所以他不会走到他的学校。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
今天是他一次有课可是他不知道怎么去。,今天是他一次有棵可是他不局道怎么去。,0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
因为他没有钱所以他有一个大的书跟台北相片。,因为他没有钱所以他有一个大的书跟台北像片。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
大明告诉她他要去学校可是他不知道在那里。,大明告诉她他要去学校可是他不局道在那里。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
今天大明第一次到师大去，他是新生在师大。,今天大明第一次到十大去，他是新生在师大。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
因为他十点二十分上课，所以他九点从他的家到师大去。,因为他十点二十分上课，所以他九点从他的家到时大去。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
十分钟以后他的老师进来，大明看他的老师就知道他的老师是女生在马路，老师也认到大明是男生问他捷运站怎么走。,十分钟以后他的老师进来，大明看大的老师就知道他的老师是女生在马路，老师也认到大明社男生问他捷运站怎么走。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
在台湾有一个外国人，他要去师大学校但是他不知道师大学校在哪儿，因为他不会说中文还有念中国字也看不懂。,在台湾有一个外国人，他要去市大学校但是他不知道市大学校在哪儿，因为他不会说中文还有念中国字也看不懂。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
所以他请一个小姐帮告诉他从这里到师大学校怎么走？然后再那个小姐告诉他师大学校从这里往前面一直走经过十字路口就到师大学校了。,所以他请一个小姐帮告诉他从这里到市大学校怎么走？然后再那个小姐告诉他市大学校从这里往前面一直走经过十字路口就到市大学校了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
外国学生说「对啊，我是师大学生可是我还没开始上中文课，谢谢你！」,外国学生说「对啊，我是市大学生可是我还没开始上中文课，谢谢你！」,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
然后那个外国学生马上去师大学校学中文。,然后那个外国学生马上去市大学校学中文。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
他进去教室以后坐在椅子。,他进去教室以后座在椅子。,0 0 0 0 0 0 0 1 0 0 0 0
可是我刚刚来的留学生，所以我不知道学校在那儿。,可是我刚刚来的留学生，所以我不智道学校在那儿。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
来了台湾的时候他一个中国句子都不会说、一个图片都看不懂、还有一个朋友都没有，怎么办？,来了台湾的时候他一个中国句子都不会说、一个图片都看不懂、还有一个朋友都没有，怎门办？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我听说日本的电脑很好，还有很颜。,我听说日本的电脑很好，还有很研。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
上个星期，我的电视机坏了，我要买新的。,上个星期，我的电视机怀了，我要买新的。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
从星期一到星期五有要是下个周末你有时间，你就可以不可以帮我买这个电视机？,从星期一到星期五有要是下个周末你有时间，你就可以不可以帮我买这个点视机？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
我特别喜欢黑麦面包，今天上午做的黑麦面包非常好。,我特别喜欢黑麦面包，今天上午作的黑麦面包非常好。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
请你替我买一个手表。我要新的手表，因为昨天晚上我跟一个好朋友一起去吃饭的时候，我丢了。,请你替我买一个手表。我要新的手表，因为昨天晚上我跟一个好朋友一起去吃饭的时候，我丢了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我觉得很多人喜欢买黑色的书包应为不容易脏，我觉得咖啡色也漂亮。,我觉得很多人喜欢买黑色的书包应为不容易攒，我觉得擦啡色也漂亮。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
你回美国以后，请你帮我买一个好看黑色的表。,泥灰美国已后，请你帮我买一个好看黑色的表。,1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我想告诉妳一个东西：妳回时候，我可以帮妳买东西。请妳回家时候打给我。,我想告诉妳一个东西：妳会时后，我可以帮妳买东西。请妳会家时后打给我。,0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
因为最近天气渐渐冷了，所以我要穿外套。,应为最近天气渐渐冷了，所以我要穿外套。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
因为日本的雨鞋很可爱也很漂亮。,因为日本的雨鞋很可爱也很漂凉。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我在台湾常常去百货公司找雨鞋，可是我没看到那么漂亮。,我在台湾常常去百货公司找雨鞋，可是我没看到那么票凉。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
这种面包的外面是白色的，是差不多高两公高的，也有糖在里面。冬天，面包店都卖。,这种面包的外面是白色的，是差不多高两公高的，也有糖在里面。冬天，面包点都卖。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
我听说日本有漂亮的衣服。我不怎么喜欢台湾的衣服，所以要是你麻烦帮我忙，我真很高兴。,我听说日本又漂亮的衣服。我不怎们喜欢台湾的衣服，所以要是你麻烦帮我忙，我真很高兴。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
请你要是你在日本看，请买给我。,请你要是你在日本看，清卖给我。,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
现在我们有很多颜色，要是你要到我们公司来，所以你都可以看看。,现在我们有很多杨色，要是你要到我们公所来，所以你都可以看看。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
你去以前，我可以给你钱。,你去一前，我可以给你钱。,0 0 1 0 0 0 0 0 0 0 0 0
因为你的国家远得不得了，再说你一个礼拜用很多衣服，所以我看到的红红大大的包包我觉得你一定要买。,因为你的国家远得不得了，再说你一个礼拜用很多衣服，所以我看到的红虹大大的包包我觉得你一定要买。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
还有在那个包包里面里可以放很多礼物到你的国家，所以你可以那些礼物给你的家人让他们高兴。,还有在那个包包里面里可以放很多礼物待你的国家，所以你可以那些礼物给你的家人让他们高心。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
要是你找不到那家店请你打电话给我。,要是你找不到你家店请你打电话给我。,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
我要买一个太阳饼，因为这个是台湾的传统饼干。,我要买一个太样兵，因为这个是台湾的传通饼干。,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
可是我不知道什么买。请你帮我！,可是我不拘导什么买。请你帮我！,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
我不知道要是买苹果西瓜李子。,我不咀导要是买聘果西瓜李子。,0 0 1 1 0 0 0 1 0 0 0 0 0 0
我的朋友要吃这个东西。,我的碰妞要吃这个东西。,0 0 1 1 0 0 0 0 0 0 0
听说，你要回国星期一。我来你的宿舍，可是我找不到你，所以我留一条信。,厅说，你要回国星期一。我来你的宿校，可是我找不到你，所以我留一条信。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
颜色跟样子是随便都可以，麻烦你喔！,脸色跟样子是随便都可以，麻烦你喔！,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
现在我在宿舍，你不在这里。,现在我在宿舍，你不在这哩。,0 0 0 0 0 0 0 0 0 0 0 1 0
要是我走的那么慢，一定不能坐。怎么办？,要是我走的那么满，一定不能坐。怎么办？,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
林小安说：「好没问题，我可以帮你。请进我们一起回城市，好不好？」,林小安说：「好没问题，我可以帮你。请进我们一起回成市，好不好？」,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
他跟林小安说谢谢、还有再见。,他跟林小安说谢谢、还有在见。,0 0 0 0 0 0 0 0 0 0 0 1 0 0
下个周末，我一个人到山上去爬山。,下个周末，我一个人到山上去发山。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我最喜欢秋天山上的风景。,我最喜欢秋天山上的风镜。,0 0 0 0 0 0 0 0 0 0 1 0
爬山很有意思。,发山很有意思。,1 0 0 0 0 0 0
我爬山爬的很好。,我发山发的很好。,0 1 0 1 0 0 0 0
我爬山爬了六个小时。,我发山发了六个小时。,0 1 0 1 0 0 0 0 0 0
他姓林，叫小安。,他杏林，叫小安。,0 1 0 0 0 0 0 0
他也很喜欢爬山。,他也很喜欢发山。,0 0 0 0 0 1 0 0
我们决定下个月一起去爬山。,我们决定下个月一起去发山。,0 0 0 0 0 0 0 0 0 0 1 0 0
他觉得上山很容易，没有很累，所以他没有什么都准备。,他觉得上山很容易，没有痕累，所以他没有什么都准备。,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
他走了很久以后他觉得一点累，所以他先休息一下，再决定回家。,他走了很久以后他觉得一点累，所以他现休息一下，再决定回家。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
他放假的时候去爬山。,他方假的时候去爬山。,0 1 0 0 0 0 0 0 0 0
我今天早上在乡下看一些很漂亮的风景。,我今天早上在乡下看一些很漂亮的风京。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
有一天林小安去爬山，因为听说风景很漂亮。,有一天林小安去爬山，因为听说风京很漂亮。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
我得坐火车回家去，可是火车站远得不得了，我怕我走不到。,我得座火车回家去，可是火车站远得不得了，我怕我走不到。,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
开车的人听了他的话马上说：「我可以用我的车陪你去，好不好？」,开车的人听了他的华马上说：「我可以用我的车陪你去，好不好？」,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他等一下，忽然他看到一辆汽车。,他等一下，户然他看到一辆汽车。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
里面的汽车有一个人，他说他可以开送给他回家。,理面的汽车有一个人，他说他可以开送给他会家。,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
